regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,
Brasil,,,76,,,,25/2/2020,9,210147125,0,0,0,0,,,
Brasil,,,76,,,,26/2/2020,9,210147125,1,1,0,0,,,
Brasil,,,76,,,,27/2/2020,9,210147125,1,0,0,0,,,
Brasil,,,76,,,,28/2/2020,9,210147125,1,0,0,0,,,
Brasil,,,76,,,,29/2/2020,9,210147125,2,1,0,0,,,
Brasil,,,76,,,,1/3/2020,10,210147125,2,0,0,0,,,
Brasil,,,76,,,,2/3/2020,10,210147125,2,0,0,0,,,
Brasil,,,76,,,,3/3/2020,10,210147125,2,0,0,0,,,
Brasil,,,76,,,,4/3/2020,10,210147125,3,1,0,0,,,
Brasil,,,76,,,,5/3/2020,10,210147125,7,4,0,0,,,
Brasil,,,76,,,,6/3/2020,10,210147125,13,6,0,0,,,
Brasil,,,76,,,,7/3/2020,10,210147125,19,6,0,0,,,
Brasil,,,76,,,,8/3/2020,11,210147125,25,6,0,0,,,
Brasil,,,76,,,,9/3/2020,11,210147125,25,0,0,0,,,
Brasil,,,76,,,,10/3/2020,11,210147125,34,9,0,0,,,
Brasil,,,76,,,,11/3/2020,11,210147125,52,18,0,0,,,
Brasil,,,76,,,,12/3/2020,11,210147125,77,25,0,0,,,
Brasil,,,76,,,,13/3/2020,11,210147125,98,21,0,0,,,
Brasil,,,76,,,,14/3/2020,11,210147125,121,23,0,0,,,
Brasil,,,76,,,,15/3/2020,12,210147125,200,79,0,0,,,
Brasil,,,76,,,,16/3/2020,12,210147125,234,34,0,0,,,
Brasil,,,76,,,,17/3/2020,12,210147125,291,57,1,1,,,
Brasil,,,76,,,,18/3/2020,12,210147125,428,137,4,3,,,
Brasil,,,76,,,,19/3/2020,12,210147125,621,193,6,2,,,
Brasil,,,76,,,,20/3/2020,12,210147125,904,283,11,5,,,
Brasil,,,76,,,,21/3/2020,12,210147125,1128,224,18,7,,,
Brasil,,,76,,,,22/3/2020,13,210147125,1546,418,25,7,,,
Brasil,,,76,,,,23/3/2020,13,210147125,1891,345,34,9,,,
Brasil,,,76,,,,24/3/2020,13,210147125,2201,310,46,12,,,
Brasil,,,76,,,,25/3/2020,13,210147125,2433,232,57,11,,,
Brasil,,,76,,,,26/3/2020,13,210147125,2915,482,77,20,,,
Brasil,,,76,,,,27/3/2020,13,210147125,3417,502,92,15,,,
Brasil,,,76,,,,28/3/2020,13,210147125,3903,486,114,22,,,
Brasil,,,76,,,,29/3/2020,14,210147125,4256,353,136,22,,,
Brasil,,,76,,,,30/3/2020,14,210147125,4579,323,159,23,,,
Brasil,,,76,,,,31/3/2020,14,210147125,5717,1138,201,42,,,
Brasil,,,76,,,,1/4/2020,14,210147125,6834,1117,241,40,,,
Brasil,,,76,,,,2/4/2020,14,210147125,7910,1076,299,58,,,
Brasil,,,76,,,,3/4/2020,14,210147125,9056,1146,359,60,,,
Brasil,,,76,,,,4/4/2020,14,210147125,10278,1222,432,73,,,
Brasil,,,76,,,,5/4/2020,15,210147125,11130,852,486,54,,,
Brasil,,,76,,,,6/4/2020,15,210147125,12056,926,553,67,,,
Brasil,,,76,,,,7/4/2020,15,210147125,13717,1661,667,114,,,
Brasil,,,76,,,,8/4/2020,15,210147125,15927,2210,800,133,,,
Brasil,,,76,,,,9/4/2020,15,210147125,17857,1930,941,141,,,
Brasil,,,76,,,,10/4/2020,15,210147125,19638,1781,1056,115,,,
Brasil,,,76,,,,11/4/2020,15,210147125,20727,1089,1124,68,,,
Brasil,,,76,,,,12/4/2020,16,210147125,22169,1442,1223,99,,,
Brasil,,,76,,,,13/4/2020,16,210147125,23430,1261,1328,105,,,
Brasil,,,76,,,,14/4/2020,16,210147125,25262,1832,1532,204,,,
Brasil,,,76,,,,15/4/2020,16,210147125,28320,3058,1736,204,,,
Brasil,,,76,,,,16/4/2020,16,210147125,30425,2105,1924,188,,,
Brasil,,,76,,,,17/4/2020,16,210147125,33682,3257,2141,217,,,
Brasil,,,76,,,,18/4/2020,16,210147125,36599,2917,2347,206,,,
Brasil,,,76,,,,19/4/2020,17,210147125,38654,2055,2462,115,22130,14062,
Brasil,,,76,,,,20/4/2020,17,210147125,40581,1927,2575,113,22991,15015,
Brasil,,,76,,,,21/4/2020,17,210147125,43079,2498,2741,166,24325,16013,
Brasil,,,76,,,,22/4/2020,17,210147125,45757,2678,2906,165,25318,17533,
Brasil,,,76,,,,23/4/2020,17,210147125,49492,3735,3313,407,26573,19606,
Brasil,,,76,,,,24/4/2020,17,210147125,52995,3503,3670,357,27655,21670,
Brasil,,,76,,,,25/4/2020,17,210147125,58509,5514,4016,346,29160,25333,
Brasil,,,76,,,,26/4/2020,18,210147125,61888,3379,4205,189,30152,27531,
Brasil,,,76,,,,27/4/2020,18,210147125,66501,4613,4543,338,31142,30816,
Brasil,,,76,,,,28/4/2020,18,210147125,71886,5385,5017,474,32544,34325,
Brasil,,,76,,,,29/4/2020,18,210147125,78162,6276,5466,449,34132,38564,
Brasil,,,76,,,,30/4/2020,18,210147125,85380,7218,5901,435,35935,43544,
Brasil,,,76,,,,1/5/2020,18,210147125,91299,5919,6329,428,38039,47221,
Brasil,,,76,,,,2/5/2020,18,210147125,96396,5097,6724,395,40937,48872,
Brasil,,,76,,,,3/5/2020,19,210147125,101147,4751,7025,301,42991,51131,
Brasil,,,76,,,,4/5/2020,19,210147125,107780,6633,7321,296,45186,55273,
Brasil,,,76,,,,5/5/2020,19,210147125,114715,6935,7921,600,48221,58573,
Brasil,,,76,,,,6/5/2020,19,210147125,125218,10503,8535,614,51370,65312,
Brasil,,,76,,,,7/5/2020,19,210147125,135106,9888,9146,611,55350,70610,
Brasil,,,76,,,,8/5/2020,19,210147125,145328,10222,9895,749,59297,76134,
Brasil,,,76,,,,9/5/2020,19,210147125,155939,10611,10627,732,61685,83627,
Brasil,,,76,,,,10/5/2020,20,210147125,162699,6760,11123,496,64957,86619,
Brasil,,,76,,,,11/5/2020,20,210147125,168331,5632,11519,396,67384,89429,
Brasil,,,76,,,,12/5/2020,20,210147125,177589,9258,12400,881,72597,92593,
Brasil,,,76,,,,13/5/2020,20,210147125,188974,11385,13149,749,78424,97402,
Brasil,,,76,,,,14/5/2020,20,210147125,202918,13944,13993,844,79479,109446,
Brasil,,,76,,,,15/5/2020,20,210147125,218223,15305,14817,824,84970,118436,
Brasil,,,76,,,,16/5/2020,20,210147125,233142,14919,15633,816,89672,127837,
Brasil,,,76,,,,17/5/2020,21,210147125,241080,7938,16118,485,94122,130840,
Brasil,,,76,,,,18/5/2020,21,210147125,254220,13140,16792,674,100459,136969,
Brasil,,,76,,,,19/5/2020,21,210147125,271628,17408,17971,1179,106794,146863,
Brasil,,,76,,,,20/5/2020,21,210147125,291579,19951,18859,888,116683,156037,
Brasil,,,76,,,,21/5/2020,21,210147125,310087,18508,20047,1188,125960,164080,
Brasil,,,76,,,,22/5/2020,21,210147125,330890,20803,21046,999,135430,174412,
Brasil,,,76,,,,23/5/2020,21,210147125,347398,16508,22013,967,142587,182798,
Brasil,,,76,,,,24/5/2020,22,210147125,363211,15813,22666,653,149911,190634,
Brasil,,,76,,,,25/5/2020,22,210147125,374898,11687,23473,807,153833,197592,
Brasil,,,76,,,,26/5/2020,22,210147125,391222,16324,24512,1039,158593,208117,
Brasil,,,76,,,,27/5/2020,22,210147125,411821,20599,25598,1086,166647,219576,
Brasil,,,76,,,,28/5/2020,22,210147125,438238,26417,26754,1156,177604,233880,
Brasil,,,76,,,,29/5/2020,22,210147125,465166,26928,27878,1124,189476,247812,
Brasil,,,76,,,,30/5/2020,22,210147125,498440,33274,28834,956,200892,268714,
Brasil,,,76,,,,31/5/2020,23,210147125,514200,15760,29314,480,206555,278331,
Brasil,,,76,,,,1/6/2020,23,210147125,526447,12247,29937,623,211080,285430,
Brasil,,,76,,,,2/6/2020,23,210147125,555383,28936,31199,1262,223638,300546,
Brasil,,,76,,,,3/6/2020,23,210147125,584016,28633,32548,1349,238617,312851,
Brasil,,,76,,,,4/6/2020,23,210147125,614941,30925,34021,1473,254963,325957,
Brasil,,,76,,,,5/6/2020,23,210147125,645771,30830,35026,1005,266940,343805,
Brasil,,,76,,,,6/6/2020,23,210147125,672846,27075,35930,904,277149,359767,
Brasil,,,76,,,,7/6/2020,24,210147125,691758,18912,36455,525,283952,371351,
Brasil,,,76,,,,8/6/2020,24,210147125,707412,15654,37134,679,290040,380238,
Brasil,,,76,,,,9/6/2020,24,210147125,739503,32091,38406,1272,311064,390033,
Brasil,,,76,,,,10/6/2020,24,210147125,772416,32913,39680,1274,325395,407341,
Brasil,,,76,,,,11/6/2020,24,210147125,802828,30412,40919,1239,345595,416314,
Brasil,,,76,,,,12/6/2020,24,210147125,828810,25982,41828,909,365063,421919,
Brasil,,,76,,,,13/6/2020,24,210147125,850514,21704,42720,892,379245,428549,
Brasil,,,76,,,,14/6/2020,25,210147125,867624,17110,43332,612,388492,435800,
Brasil,,,76,,,,15/6/2020,25,210147125,888271,20647,43959,627,412252,432060,
Brasil,,,76,,,,16/6/2020,25,210147125,923189,34918,45241,1282,441729,436219,
Brasil,,,76,,,,17/6/2020,25,210147125,955377,32188,46510,1269,463474,445393,
Brasil,,,76,,,,18/6/2020,25,210147125,978142,22765,47748,1238,482102,448292,
Brasil,,,76,,,,19/6/2020,25,210147125,1032913,54771,48954,1206,507200,476759,
Brasil,,,76,,,,20/6/2020,25,210147125,1067579,34666,49976,1022,520734,496869,
Brasil,,,76,,,,21/6/2020,26,210147125,1085038,17459,50617,641,549386,485035,
Brasil,,,76,,,,22/6/2020,26,210147125,1106470,21432,51271,654,571649,483550,
Brasil,,,76,,,,23/6/2020,26,210147125,1145906,39436,52645,1374,613345,479916,
Brasil,,,76,,,,24/6/2020,26,210147125,1188631,42725,53830,1185,649908,484893,
Brasil,,,76,,,,25/6/2020,26,210147125,1228114,39483,54971,1141,673729,499414,
Brasil,,,76,,,,26/6/2020,26,210147125,1274974,46860,55961,990,697526,521487,
Brasil,,,76,,,,27/6/2020,26,210147125,1313667,38693,57070,1109,715905,540692,
Brasil,,,76,,,,28/6/2020,27,210147125,1344143,30476,57622,552,733848,552673,
Brasil,,,76,,,,29/6/2020,27,210147125,1368195,24052,58314,692,757462,552419,
Brasil,,,76,,,,30/6/2020,27,210147125,1402041,33846,59594,1280,790040,552407,
Brasil,,,76,,,,1/7/2020,27,210147125,1448753,46712,60632,1038,826866,561255,
Brasil,,,76,,,,2/7/2020,27,210147125,1496858,48105,61884,1252,852816,582158,
Brasil,,,76,,,,3/7/2020,27,210147125,1539081,42223,63174,1290,868372,607535,
Brasil,,,76,,,,4/7/2020,27,210147125,1577004,37923,64265,1091,876359,636380,
Brasil,,,76,,,,5/7/2020,28,210147125,1603055,26051,64867,602,906286,631902,
Brasil,,,76,,,,6/7/2020,28,210147125,1623284,20229,65487,620,927292,630505,
Brasil,,,76,,,,7/7/2020,28,210147125,1668589,45305,66741,1254,976977,624871,
Brasil,,,76,,,,8/7/2020,28,210147125,1713160,44571,67964,1223,1020901,624295,
Brasil,,,76,,,,9/7/2020,28,210147125,1755779,42619,69184,1220,1054043,632552,
Brasil,,,76,,,,10/7/2020,28,210147125,1800827,45048,70398,1214,1078763,651666,
Nordeste,CE,,23,,,,11/3/2020,11,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,12/3/2020,11,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,13/3/2020,11,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,14/3/2020,11,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,15/3/2020,12,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,16/3/2020,12,9132078,0,0,0,0,,,
Nordeste,CE,,23,,,,17/3/2020,12,9132078,5,5,0,0,,,
Nordeste,CE,,23,,,,18/3/2020,12,9132078,9,4,0,0,,,
Nordeste,CE,,23,,,,19/3/2020,12,9132078,20,11,0,0,,,
Nordeste,CE,,23,,,,20/3/2020,12,9132078,55,35,0,0,,,
Nordeste,CE,,23,,,,21/3/2020,12,9132078,68,13,0,0,,,
Nordeste,CE,,23,,,,22/3/2020,13,9132078,112,44,0,0,,,
Nordeste,CE,,23,,,,23/3/2020,13,9132078,163,51,0,0,,,
Nordeste,CE,,23,,,,24/3/2020,13,9132078,182,19,0,0,,,
Nordeste,CE,,23,,,,25/3/2020,13,9132078,200,18,0,0,,,
Nordeste,CE,,23,,,,26/3/2020,13,9132078,235,35,3,3,,,
Nordeste,CE,,23,,,,27/3/2020,13,9132078,282,47,3,0,,,
Nordeste,CE,,23,,,,28/3/2020,13,9132078,314,32,4,1,,,
Nordeste,CE,,23,,,,29/3/2020,14,9132078,348,34,5,1,,,
Nordeste,CE,,23,,,,30/3/2020,14,9132078,372,24,5,0,,,
Nordeste,CE,,23,,,,31/3/2020,14,9132078,390,18,7,2,,,
Nordeste,CE,,23,,,,1/4/2020,14,9132078,444,54,8,1,,,
Nordeste,CE,,23,,,,2/4/2020,14,9132078,550,106,20,12,,,
Nordeste,CE,,23,,,,3/4/2020,14,9132078,627,77,22,2,,,
Nordeste,CE,,23,,,,4/4/2020,14,9132078,730,103,22,0,,,
Nordeste,CE,,23,,,,5/4/2020,15,9132078,823,93,26,4,,,
Nordeste,CE,,23,,,,6/4/2020,15,9132078,1013,190,29,3,,,
Nordeste,CE,,23,,,,7/4/2020,15,9132078,1051,38,31,2,,,
Nordeste,CE,,23,,,,8/4/2020,15,9132078,1291,240,43,12,,,
Nordeste,CE,,23,,,,9/4/2020,15,9132078,1425,134,55,12,,,
Nordeste,CE,,23,,,,10/4/2020,15,9132078,1478,53,58,3,,,
Nordeste,CE,,23,,,,11/4/2020,15,9132078,1582,104,67,9,,,
Nordeste,CE,,23,,,,12/4/2020,16,9132078,1676,94,74,7,,,
Nordeste,CE,,23,,,,13/4/2020,16,9132078,1800,124,91,17,,,
Nordeste,CE,,23,,,,14/4/2020,16,9132078,2005,205,107,16,,,
Nordeste,CE,,23,,,,15/4/2020,16,9132078,2157,152,116,9,,,
Nordeste,CE,,23,,,,16/4/2020,16,9132078,2386,229,124,8,,,
Nordeste,CE,,23,,,,17/4/2020,16,9132078,2684,298,149,25,,,
Nordeste,CE,,23,,,,18/4/2020,16,9132078,3034,350,176,27,,,
Nordeste,CE,,23,,,,19/4/2020,17,9132078,3252,218,186,10,,,
Nordeste,CE,,23,,,,20/4/2020,17,9132078,3482,230,198,12,,,
Nordeste,CE,,23,,,,21/4/2020,17,9132078,3716,234,215,17,,,
Nordeste,CE,,23,,,,22/4/2020,17,9132078,3910,194,233,18,,,
Nordeste,CE,,23,,,,23/4/2020,17,9132078,4598,688,266,33,,,
Nordeste,CE,,23,,,,24/4/2020,17,9132078,4800,202,284,18,,,
Nordeste,CE,,23,,,,25/4/2020,17,9132078,5421,621,310,26,,,
Nordeste,CE,,23,,,,26/4/2020,18,9132078,5833,412,327,17,,,
Nordeste,CE,,23,,,,27/4/2020,18,9132078,6726,893,390,63,,,
Nordeste,CE,,23,,,,28/4/2020,18,9132078,6918,192,403,13,,,
Nordeste,CE,,23,,,,29/4/2020,18,9132078,7267,349,441,38,,,
Nordeste,CE,,23,,,,30/4/2020,18,9132078,7606,339,482,41,,,
Nordeste,CE,,23,,,,1/5/2020,18,9132078,7879,273,505,23,,,
Nordeste,CE,,23,,,,2/5/2020,18,9132078,8231,352,614,109,,,
Nordeste,CE,,23,,,,3/5/2020,19,9132078,8370,139,663,49,,,
Nordeste,CE,,23,,,,4/5/2020,19,9132078,11040,2670,712,49,,,
Nordeste,CE,,23,,,,5/5/2020,19,9132078,11470,430,795,83,,,
Nordeste,CE,,23,,,,6/5/2020,19,9132078,12304,834,848,53,,,
Nordeste,CE,,23,,,,7/5/2020,19,9132078,13888,1584,903,55,,,
Nordeste,CE,,23,,,,8/5/2020,19,9132078,14956,1068,966,63,,,
Nordeste,CE,,23,,,,9/5/2020,19,9132078,15879,923,1062,96,,,
Nordeste,CE,,23,,,,10/5/2020,20,9132078,16692,813,1114,52,,,
Nordeste,CE,,23,,,,11/5/2020,20,9132078,17599,907,1189,75,,,
Nordeste,CE,,23,,,,12/5/2020,20,9132078,18412,813,1280,91,,,
Nordeste,CE,,23,,,,13/5/2020,20,9132078,19156,744,1389,109,,,
Nordeste,CE,,23,,,,14/5/2020,20,9132078,21077,1921,1413,24,,,
Nordeste,CE,,23,,,,15/5/2020,20,9132078,22490,1413,1476,63,,,
Nordeste,CE,,23,,,,16/5/2020,20,9132078,23795,1305,1614,138,,,
Nordeste,CE,,23,,,,17/5/2020,21,9132078,24255,460,1641,27,,,
Nordeste,CE,,23,,,,18/5/2020,21,9132078,26363,2108,1748,107,,,
Nordeste,CE,,23,,,,19/5/2020,21,9132078,28112,1749,1856,108,,,
Nordeste,CE,,23,,,,20/5/2020,21,9132078,30560,2448,1900,44,,,
Nordeste,CE,,23,,,,21/5/2020,21,9132078,31413,853,2161,261,,,
Nordeste,CE,,23,,,,22/5/2020,21,9132078,34573,3160,2251,90,,,
Nordeste,CE,,23,,,,23/5/2020,21,9132078,35122,549,2308,57,,,
Nordeste,CE,,23,,,,24/5/2020,22,9132078,35595,473,2324,16,,,
Nordeste,CE,,23,,,,25/5/2020,22,9132078,36185,590,2493,169,,,
Nordeste,CE,,23,,,,26/5/2020,22,9132078,37021,836,2603,110,,,
Nordeste,CE,,23,,,,27/5/2020,22,9132078,37275,254,2671,68,,,
Nordeste,CE,,23,,,,28/5/2020,22,9132078,37821,546,2733,62,,,
Nordeste,CE,,23,,,,29/5/2020,22,9132078,38395,574,2859,126,,,
Nordeste,CE,,23,,,,30/5/2020,22,9132078,46506,8111,2956,97,,,
Nordeste,CE,,23,,,,31/5/2020,23,9132078,48489,1983,3010,54,,,
Nordeste,CE,,23,,,,1/6/2020,23,9132078,50504,2015,3188,178,,,
Nordeste,CE,,23,,,,2/6/2020,23,9132078,53073,2569,3421,233,,,
Nordeste,CE,,23,,,,3/6/2020,23,9132078,56056,2983,3605,184,,,
Nordeste,CE,,23,,,,4/6/2020,23,9132078,59795,3739,3813,208,,,
Nordeste,CE,,23,,,,5/6/2020,23,9132078,61595,1800,3890,77,,,
Nordeste,CE,,23,,,,6/6/2020,23,9132078,63575,1980,3965,75,,,
Nordeste,CE,,23,,,,7/6/2020,24,9132078,64271,696,3982,17,,,
Nordeste,CE,,23,,,,8/6/2020,24,9132078,65605,1334,4120,138,,,
Nordeste,CE,,23,,,,9/6/2020,24,9132078,68384,2779,4309,189,,,
Nordeste,CE,,23,,,,10/6/2020,24,9132078,71402,3018,4480,171,,,
Nordeste,CE,,23,,,,11/6/2020,24,9132078,73879,2477,4663,183,,,
Nordeste,CE,,23,,,,12/6/2020,24,9132078,75705,1826,4788,125,,,
Nordeste,CE,,23,,,,13/6/2020,24,9132078,76429,724,4829,41,,,
Nordeste,CE,,23,,,,14/6/2020,25,9132078,76748,319,4861,32,,,
Nordeste,CE,,23,,,,15/6/2020,25,9132078,79462,2714,4999,138,,,
Nordeste,CE,,23,,,,16/6/2020,25,9132078,81289,1827,5070,71,,,
Nordeste,CE,,23,,,,17/6/2020,25,9132078,84967,3678,5282,212,,,
Nordeste,CE,,23,,,,18/6/2020,25,9132078,87273,2306,5377,95,,,
Nordeste,CE,,23,,,,19/6/2020,25,9132078,89863,2590,5460,83,,,
Nordeste,CE,,23,,,,20/6/2020,25,9132078,92156,2293,5518,58,,,
Nordeste,CE,,23,,,,21/6/2020,26,9132078,92866,710,5523,5,,,
Nordeste,CE,,23,,,,22/6/2020,26,9132078,94158,1292,5604,81,,,
Nordeste,CE,,23,,,,23/6/2020,26,9132078,97528,3370,5717,113,,,
Nordeste,CE,,23,,,,24/6/2020,26,9132078,99578,2050,5815,98,,,
Nordeste,CE,,23,,,,25/6/2020,26,9132078,102126,2548,5875,60,,,
Nordeste,CE,,23,,,,26/6/2020,26,9132078,104422,2296,5920,45,,,
Nordeste,CE,,23,,,,27/6/2020,26,9132078,106628,2206,5981,61,,,
Nordeste,CE,,23,,,,28/6/2020,27,9132078,107568,940,5990,9,,,
Nordeste,CE,,23,,,,29/6/2020,27,9132078,108225,657,6076,86,,,
Nordeste,CE,,23,,,,30/6/2020,27,9132078,108699,474,6146,70,,,
Nordeste,CE,,23,,,,1/7/2020,27,9132078,113017,4318,6180,34,,,
Nordeste,CE,,23,,,,2/7/2020,27,9132078,115524,2507,6284,104,,,
Nordeste,CE,,23,,,,3/7/2020,27,9132078,118041,2517,6351,67,,,
Nordeste,CE,,23,,,,4/7/2020,27,9132078,120952,2911,6411,60,,,
Nordeste,CE,,23,,,,5/7/2020,28,9132078,121464,512,6441,30,,,
Nordeste,CE,,23,,,,6/7/2020,28,9132078,122477,1013,6481,40,,,
Nordeste,CE,,23,,,,7/7/2020,28,9132078,124952,2475,6556,75,,,
Nordeste,CE,,23,,,,8/7/2020,28,9132078,128471,3519,6665,109,,,
Nordeste,CE,,23,,,,9/7/2020,28,9132078,131000,2529,6741,76,,,
Nordeste,CE,,23,,,,10/7/2020,28,9132078,133546,2546,6777,36,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,10/4/2020,15,2669342,1366,83,53,8,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,11/4/2020,15,2669342,1457,91,58,5,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,12/4/2020,16,2669342,1529,72,59,1,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,13/4/2020,16,2669342,1686,157,78,19,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,14/4/2020,16,2669342,1794,108,86,8,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,15/4/2020,16,2669342,1946,152,93,7,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,16/4/2020,16,2669342,2041,95,95,2,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,17/4/2020,16,2669342,2263,222,113,18,,,
Nordeste,CE,Fortaleza,23,230440,23001,1ª REGIAO FORTALEZA,18/4/2020,16,2669342,2562,299,141,28,,,
